,names,prices,urls,Brand,Model,Model Year,CPU,GPU,Panel Type,Size,Resolution,Refresh Rate,Touch Screen,Memory Size,Memory Slot,Hard Disk Drive,Solid State Drive,M.2 Slot,USB Ports,,HDMI,DisplayPort,D-Sub/VGA,Thunderbolt,Wireless LAN,Ethernet LAN,Bluetooth,OS Bundle,Web Camera,Optical Drive,Fingerprint,Body Material,Body Color,Weight,Battery Type,Keyboard Type,Keyboard Backlit,Numpad,Other Detail,Warranty,Insurance
1407,Lenovo Yoga Slim 9 14ITL5-82D10029TA,"59,990",https://notebookspec.com/notebook/10713-lenovo-yoga-slim-9-14itl5-82d10029ta.html,Lenovo,Lenovo Yoga Slim 9 14ITL5-82D10029TA,Q1 / 2021,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch (3840x2160) 4K HDR,60 Hz,รองรับ,16 GB DDR4 On Board,1 Slots,ไม่มี,1TB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type C,,ไม่มี,ไม่มี,ไม่มี,มี,802.11 ax,ไม่มี,Bluetooth 5.1,Windows 10 Home (64 Bit),IR camera,ไม่มี,ไม่มี,Aluminum,Shadow Black,1.2 kg,MM14: 16hr,Chiclet,มี,ไม่มี,Office Home and Student 2019,3 Year Onsite Service,ไม่มี
1408,HP Pavilion Gaming 16-a0057TX,"36,900",https://notebookspec.com/notebook/10712-hp-pavilion-gaming-16-a0057tx.html,HP,HP Pavilion Gaming 16-a0057TX,Q1 / 2021,"Intel Core i7-10750H (2.60 GHz, 12 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce GTX 1660 Ti (6GB GDDR6),IPS,16.1 นิ้ว,16.1 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Black,2.35 kg,3-Cell Li-ion,Chiclet,มี,มี,,2 Year Onsite Service,ไม่มี
1409,HP Pavilion Gaming 16-a0055TX,"30,900",https://notebookspec.com/notebook/10711-hp-pavilion-gaming-16-a0055tx.html,HP,HP Pavilion Gaming 16-a0055TX,Q1 / 2021,"Intel Core i5-10300H (2.50 GHz, 8 MB L3 Cache up to 4.50 Ghz)",NVIDIA GeForce GTX 1650 Ti (4GB GDDR6),IPS,16.1 นิ้ว,16.1 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Black,2.35 kg,3-Cell Li-ion,Chiclet,มี,มี,,2 Year Onsite Service,ไม่มี
1410,MSI GF63 Thin 10SCSR-1015TH,"32,900",https://notebookspec.com/notebook/10710-msi-gf63-thin-10scsr-1015th.html,MSI,MSI GF63 Thin 10SCSR-1015TH,Q1 / 2021,"Intel Core i7-10750H (2.60 GHz, 12 MB L3 Cache, up to 5.00 GHz)",NVIDIA GeForce GTX 1650 Ti Max-Q (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 Combo,3x USB 3.1 Type A,1x USB 3.1 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),มี,Bluetooth 5.1,Windows 10 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Black,1.86 kg,3-Cell Li-Poly,"Chiclet keyboard (Single-Color, Red)",มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1411,Asus ROG Zephyrus Duo 15 SE GX551QR-HB088T,"119,990",https://notebookspec.com/notebook/10709-asus-rog-zephyrus-duo-15-se-gx551qr-hb088t.html,Asus,Asus ROG Zephyrus Duo 15 SE GX551QR-HB088T,Q2 / 2021,"AMD Ryzen 9 5900HX (3.30 GHz up to 4.60 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3080 (16GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (3840x2160) UHD 4K,120 Hz,รองรับ,32 GB DDR4,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminum,Black,2.48 kg,4-cell Li ion,Per-key RGB lighting,มี,มี,,3Y Onsite + 1Y Perfect,ไม่มี
1412,Asus ROG Zephyrus Duo 15 SE GX551QR-HB016T,"99,900",https://notebookspec.com/notebook/10708-asus-rog-zephyrus-duo-15-se-gx551qr-hb016t.html,Asus,Asus ROG Zephyrus Duo 15 SE GX551QR-HB016T,Q2 / 2021,"AMD Ryzen 9 5900HX (3.30 GHz up to 4.60 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (3840x2160) UHD 4K,120 Hz,รองรับ,32 GB DDR4,2 Slots,ไม่มี,1TB SSD PCIe M.2,2 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminum,Black,2.48 kg,4-cell Li ion,Per-key RGB lighting,มี,มี,,3Y Onsite + 1Y Perfect,ไม่มี
1413,Asus ROG Strix Scar 15 G543QS-HF087T,"72,900",https://notebookspec.com/notebook/10707-asus-rog-strix-scar-15-g543qs-hf087t.html,Asus,Asus ROG Strix Scar 15 G543QS-HF087T,Q1 / 2021,"AMD Ryzen 7 5800H (3.20 GHz up to 4.40 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3080 (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,300 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,1TB SSD M.2 NVMe Gen 3,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminium + Plastic,Black,2.7 kg,4-cell Li ion,Chiclet Keyboard RGB,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1414,Asus ROG Strix Scar 15 G543QS-HF097T,"84,990",https://notebookspec.com/notebook/10706-asus-rog-strix-scar-15-g543qs-hf097t.html,Asus,Asus ROG Strix Scar 15 G543QS-HF097T,Q1 / 2021,"AMD Ryzen 9 5900HX (3.30 GHz up to 4.60 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3080 (16GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,300 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,1TB SSD M.2 NVMe Gen 3,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminium + Plastic,Black,2.7 kg,4-cell Li ion,Chiclet Keyboard RGB,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1415,Asus TUF Gaming Dash F15 FX516PR-HN033T,"44,990",https://notebookspec.com/notebook/10705-asus-tuf-gaming-dash-f15-fx516pr-hn033t.html,Asus,Asus TUF Gaming Dash F15 FX516PR-HN033T,Q2 / 2021,"Intel Core i7-11370H (3.30 GHz, 8 MB L3 Cache up to 4.80 Ghz)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminium + Plastic,Eclipse Gray,2 kg,4-cell Li ion,Chiclet Keyboard,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1416,Asus TUF Gaming Dash F15 FX516PR-AZ019T,"48,900",https://notebookspec.com/notebook/10704-asus-tuf-gaming-dash-f15-fx516pr-az019t.html,Asus,Asus TUF Gaming Dash F15 FX516PR-AZ019T,Q2 / 2021,"Intel Core i7-11370H (3.30 GHz, 8 MB L3 Cache up to 4.80 Ghz)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,240 Hz,ไม่รองรับ,16 GB DDR4,1 Slots,ไม่มี,1TB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminium + Plastic,Eclipse Gray,2 kg,4-cell Li ion,Chiclet Keyboard,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
1417,Asus TUF Gaming A17 FA706QR-HX025T,"44,990",https://notebookspec.com/notebook/10703-asus-tuf-gaming-a17-fa706qr-hx025t.html,Asus,Asus TUF Gaming A17 FA706QR-HX025T,Q2 / 2021,"AMD Ryzen 7 5800H (3.20 GHz up to 4.40 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,17.3 นิ้ว,17.3 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.1,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Eclipse Gray,2.6 kg,4-cell Li ion,Chiclet Keyboard RGB,มี,มี,,3 Year Onsite Service,ไม่มี
1418,Asus ROG Strix G15 GL543QR-HN051T,55xxx,https://notebookspec.com/notebook/10702-asus-rog-strix-g15-gl543qr-hn051t.html,Asus,Asus ROG Strix G15 GL543QR-HN051T,Q1 / 2021,"AMD Ryzen 7 4800H (2.90 GHz up to 4.20 GHz, 8 MB L3 Cache)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,300 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminum,Black,2.3 kg,4-cell Li ion,Optical Mech Keyboard Per-Key RGB,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1419,Asus ROG Strix G15 GL543QR-HF126T,"59,990",https://notebookspec.com/notebook/10701-asus-rog-strix-g15-gl543qr-hf126t.html,Asus,Asus ROG Strix G15 GL543QR-HF126T,Q2 / 2021,"AMD Ryzen 9 5900HX (3.30 GHz up to 4.60 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,300 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,1TB SSD M.2 NVMe Gen 3,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminum,Black,2.3 kg,4-cell Li ion,Optical Mech Keyboard Per-Key RGB,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1420,Asus ROG Strix Scar 17 G743QR-HG074T,"69,990",https://notebookspec.com/notebook/10700-asus-rog-strix-scar-17-g743qr-hg074t.html,Asus,Asus ROG Strix Scar 17 G743QR-HG074T,Q1 / 2021,"AMD Ryzen 9 5900HX (3.30 GHz up to 4.60 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3070 (8GB GDDR6),IPS,17.3 นิ้ว,17.3 inch (1920x1080) Full HD,300 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,1TB SSD M.2 NVMe Gen 3,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminum,Black,2.7 kg,4-cell Li ion,Optical Mech Keyboard Per-Key RGB,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1421,Asus ROG Strix Scar 17 G743QS-HG119T,"74,990",https://notebookspec.com/notebook/10699-asus-rog-strix-scar-17-g743qs-hg119t.html,Asus,Asus ROG Strix Scar 17 G743QS-HG119T,Q1 / 2021,"AMD Ryzen 7 5800H (3.20 GHz up to 4.40 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3080 (16GB GDDR6),IPS,17.3 นิ้ว,17.3 inch (1920x1080) Full HD,300 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,1TB SSD M.2 NVMe Gen 3,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminum,Black,2.7 kg,4-cell Li ion,Optical Mech Keyboard Per-Key RGB,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1422,Asus ROG Strix Scar 17 G743QS-HG130T,"94,990",https://notebookspec.com/notebook/10698-asus-rog-strix-scar-17-g743qs-hg130t.html,Asus,Asus ROG Strix Scar 17 G743QS-HG130T,Q1 / 2021,"AMD Ryzen 9 5900HX (3.30 GHz up to 4.60 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3080 (16GB GDDR6),IPS,17.3 นิ้ว,17.3 inch (1920x1080) Full HD,300 Hz,ไม่รองรับ,16 GB DDR4,2 Slots,ไม่มี,1TB SSD M.2 NVMe Gen 3,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),No,ไม่มี,ไม่มี,Aluminum,Black,2.7 kg,4-cell Li ion,Optical Mech Keyboard Per-Key RGB,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1423,Acer Aspire 5 A514-54-32TQ,"16,990",https://notebookspec.com/notebook/10697-acer-aspire-5-a514-54-32tq.html,Acer,Acer Aspire 5 A514-54-32TQ,Q1 / 2021,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Blue Silver,1.45 kg,3-Cell,Chiclet,มี,มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1424,Acer Aspire 5 A514-54-39RW,"16,990",https://notebookspec.com/notebook/10696-acer-aspire-5-a514-54-39rw.html,Acer,Acer Aspire 5 A514-54-39RW,Q1 / 2021,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Gold,1.45 kg,3-Cell,Chiclet,มี,มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1425,Acer Aspire 5 A514-54-36HR,"16,990",https://notebookspec.com/notebook/10695-acer-aspire-5-a514-54-36hr.html,Acer,Acer Aspire 5 A514-54-36HR,Q2 / 2021,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Black,1.45 kg,3-Cell,Chiclet,มี,มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1426,Acer Aspire 5 A514-54-30RX,"16,990",https://notebookspec.com/notebook/10694-acer-aspire-5-a514-54-30rx.html,Acer,Acer Aspire 5 A514-54-30RX,Q1 / 2021,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Silver,1.45 kg,3-Cell,Chiclet,มี,มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1427,Acer Aspire 5 A514-54-388H,"16,990",https://notebookspec.com/notebook/10693-acer-aspire-5-a514-54-388h.html,Acer,Acer Aspire 5 A514-54-388H,Q1 / 2021,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax,มี,Bluetooth 5.1,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Aluminium + Plastic,Pink,1.45 kg,3-Cell,Chiclet,มี,มี,Microsoft office Home & Student 2019,2 Y. Carry-in Regional,ไม่มี
1428,DELL Latitude 3410-SNS3410014,"28,490",https://notebookspec.com/notebook/10692-dell-latitude-3410-sns3410014.html,DELL,DELL Latitude 3410-SNS3410014,Q1 / 2021,"Intel Core i5-10210U (1.60 GHz, 6 MB L3 Cache up to 4.20 Ghz)",Intel UHD Graphics 620,TN,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.1,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Black,1.53 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1429,DELL Latitude 3410-SNS3410020,"27,390",https://notebookspec.com/notebook/10691-dell-latitude-3410-sns3410020.html,DELL,DELL Latitude 3410-SNS3410020,Q1 / 2021,"Intel Core i5-10210U (1.60 GHz, 6 MB L3 Cache up to 4.20 Ghz)",Intel UHD Graphics 620,TN,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,1 TB 5400 RPM,256 GB SSD,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.1,Windows 10 Pro 64 (64 Bit),HD,ไม่มี,ไม่มี,Aluminum,Black,1.53 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1430,DELL Latitude 3410-SNS3410018,"20,690",https://notebookspec.com/notebook/10690-dell-latitude-3410-sns3410018.html,DELL,DELL Latitude 3410-SNS3410018,Q1 / 2021,"Intel Core i5-10210U (1.60 GHz, 6 MB L3 Cache up to 4.20 Ghz)",Intel UHD Graphics 620,TN,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,1 TB 5400 RPM,ไม่มี,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.1,Ubuntu,HD,ไม่มี,ไม่มี,Aluminum,Black,1.53 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1431,DELL Latitude 3410-SNS3410016,"16,590",https://notebookspec.com/notebook/10689-dell-latitude-3410-sns3410016.html,DELL,DELL Latitude 3410-SNS3410016,Q1 / 2021,"Intel Core i3-10110U (2.10 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics 620,TN,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4,2 Slots,1 TB 5400 RPM,ไม่มี,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11 ax,ไม่มี,Bluetooth 5.1,Ubuntu,HD,ไม่มี,ไม่มี,Aluminum,Black,1.53 kg,3-Cell,Chiclet,มี,ไม่มี,,3 Year Onsite Service,ไม่มี
1432,DELL Inspiron 3501 Green-W56615304THW10,"25,390",https://notebookspec.com/notebook/10688-dell-inspiron-3501-green-w56615304thw10.html,DELL,DELL Inspiron 3501 Green-W56615304THW10,Q1 / 2021,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",NVIDIA GeForce MX330 (2GB GDDR5),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Green,1.83 kg,3-Cell,Chiclet,ไม่มี,มี,,2 Year Onsite Service,ไม่มี
1433,DELL Inspiron 3501 Blue-W56615304THW10,"25,390",https://notebookspec.com/notebook/10687-dell-inspiron-3501-blue-w56615304thw10.html,DELL,DELL Inspiron 3501 Blue-W56615304THW10,Q1 / 2021,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",NVIDIA GeForce MX330 (2GB GDDR5),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Blue,1.83 kg,3-Cell,Chiclet,ไม่มี,มี,McAfee® LiveSafe™ 12 month Subscription,2 Year Onsite Service,ไม่มี
1434,DELL Inspiron 3501 Blue-W566154465THW10,"22,590",https://notebookspec.com/notebook/10686-dell-inspiron-3501-blue-w566154465thw10.html,DELL,DELL Inspiron 3501 Blue-W566154465THW10,Q1 / 2021,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",NVIDIA GeForce MX330 (2GB GDDR5),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Blue,1.83 kg,3-Cell,Chiclet,ไม่มี,มี,McAfee® LiveSafe™ 12 month Subscription,2 Year Onsite Service,ไม่มี
1435,DELL Inspiron 3501 Black-W56615304THW10,"25,390",https://notebookspec.com/notebook/10685-dell-inspiron-3501-black-w56615304thw10.html,DELL,DELL Inspiron 3501 Black-W56615304THW10,Q1 / 2021,"Intel Core i7-1165G7 (2.80 GHz, 12 MB L3 Cache up to 4.70 Ghz)",NVIDIA GeForce MX330 (2GB GDDR5),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Black,1.96 kg,3-Cell,Chiclet,ไม่มี,มี,,2 Year Onsite Service,ไม่มี
1436,DELL Inspiron 3501 Black-W566154465THW10,"22,590",https://notebookspec.com/notebook/10684-dell-inspiron-3501-black-w566154465thw10.html,DELL,DELL Inspiron 3501 Black-W566154465THW10,Q1 / 2021,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",NVIDIA GeForce MX330 (2GB GDDR5),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,2x USB 3.2 Type A,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ac,ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD,ไม่มี,ไม่มี,Plastic,Black,1.83 kg,3-Cell,Chiclet,ไม่มี,มี,,2 Year Onsite Service,ไม่มี
